address,price,sold_date,sold_type,bedrooms,bathroom,car_space,land_size (m2),house_type
"43 Pilatus Crescent,POINT COOK VIC ss",1040000,08 Apr 2022,private treaty,4,4,2.0,836.0,House
"52 Hughes Road,SORRENTO VIC ss",3450000,08 Apr 2022,private treaty,4,4,2.0,911.0,House
"71 Grange Road,TOORAK VIC ss",6000000,08 Apr 2022,private treaty,4,4,2.0,911.0,House
"35 Berington Drive,WILLIAMS LANDING VIC ss",1200000,08 Apr 2022,private treaty,4,4,2.0,911.0,House
"25 Mcarthur Street,MALVERN VIC ss",4050000,07 Apr 2022,private treaty,4,4,2.0,911.0,House
"10 Seymour Avenue,ARMADALE VIC ss",5770000,06 Apr 2022,auction,4,4,2.0,542.0,House
"16 Peppermint Grove,TAYLORS HILL VIC ss",1238000,04 Apr 2022,auction,4,4,2.0,434.0,House
"13A Emma Street,CAULFIELD SOUTH VIC ss",1770000,02 Apr 2022,auction,4,4,2.0,434.0,Townhouse
"18 Howie Street,GLEN IRIS VIC ss",3840000,02 Apr 2022,auction,4,4,2.0,730.0,House
"72 Resolution Circuit,DOREEN VIC ss",1350000,01 Apr 2022,private treaty,4,4,2.0,503.0,House
"131 Bradshaw Street,ESSENDON VIC ss",2800000,01 Apr 2022,private treaty,4,4,2.0,503.0,Townhouse
"3 Maton Street,GREENVALE VIC ss",1700000,01 Apr 2022,sold prior to auction,4,4,2.0,521.0,House
"17 Greenhill Road,GREENSBOROUGH VIC ss",1690000,31 Mar 2022,auction,4,4,2.0,521.0,House
"43 Welland Drive,MICKLEHAM VIC ss",1100000,31 Mar 2022,private treaty,4,4,2.0,544.0,House
"52 Carpenter St,BRIGHTON VIC ss",3450000,29 Mar 2022,private treaty,4,4,2.0,544.0,House
"15 Sovereign Point,SAFETY BEACH VIC ss1,",5400000,29 Mar 2022,private treaty,4,4,2.0,69.0,House
"53 Camperdown Street,BRIGHTON EAST VIC ss",3440000,28 Mar 2022,private treaty,4,4,2.0,69.0,House
"6 Yarravale Road,KEW VIC ss",3225000,28 Mar 2022,private treaty,4,4,2.0,687.0,House
"63 Addison Street,ELWOOD VIC ss",3420000,26 Mar 2022,auction,4,4,2.0,687.0,House
"36 Lovell Drive,WARRAGUL VIC ss3,",1550000,25 Mar 2022,private treaty,4,4,2.0,985.0,House
"10 Meyer Road,BURWOOD VIC ss",3590000,24 Mar 2022,auction,4,4,2.0,714.0,House
"39 Basalt Avenue,KEILOR EAST VIC ss",2200000,24 Mar 2022,auction,4,4,2.0,600.0,House
"5 Rainwater Drive,LYNDHURST VIC ss",2005001,22 Mar 2022,auction,4,4,2.0,954.0,House
"9 Colin Street,BENTLEIGH EAST VIC ss",3220000,19 Mar 2022,auction,4,4,2.0,954.0,House
"3 Toronto Avenue,DONCASTER VIC ss",2260000,19 Mar 2022,auction,4,4,2.0,954.0,House
"43 Aurisch Avenue,GLEN WAVERLEY VIC ss",2020500,19 Mar 2022,auction,4,4,2.0,821.0,House
"41 Faye Crescent,KEILOR VIC ss",2215000,19 Mar 2022,auction,4,4,2.0,821.0,House
"8 Canning Street,NORTH MELBOURNE VIC ss",4650000,19 Mar 2022,auction,4,4,2.0,821.0,House
"11 Angel Way,BEVERIDGE VIC ss",947000,18 Mar 2022,private treaty,4,4,2.0,567.0,House
"27 Mill Circuit,CLYDE NORTH VIC ss",1220000,18 Mar 2022,private treaty,4,4,2.0,533.0,House
"3/19 Stanley Avenue,MOUNT WAVERLEY VIC ss",1320000,17 Mar 2022,auction,4,4,2.0,533.0,Townhouse
"8 Airdrie Court,TEMPLESTOWE LOWER VIC ss",1905000,16 Mar 2022,private treaty,4,4,2.0,501.0,House
"210 River Esplanade,DOCKLANDS VIC ss",3500000,14 Mar 2022,private treaty,4,4,2.0,501.0,House
"9 Holly Green Drive,WHEELERS HILL VIC ss",2305000,14 Mar 2022,auction,4,4,2.0,657.0,House
"134 Maud Street,BALWYN NORTH VIC ss",2177000,12 Mar 2022,auction,4,4,2.0,657.0,House
"74 Main Drive,KEW VIC ss",2180000,12 Mar 2022,private treaty,4,4,2.0,400.0,House
"167 Wheelers Park Drive,CRANBOURNE NORTH VIC ss",1226000,11 Mar 2022,private treaty,4,4,2.0,484.0,House
"92A Bradshaw Street,ESSENDON VIC ss",2140000,10 Mar 2022,private treaty,4,4,2.0,429.0,House
"22 Sheahans Road,TEMPLESTOWE LOWER VIC ss",1350000,09 Mar 2022,private treaty,4,4,2.0,661.0,House
"45 Samsara Avenue,TRUGANINA VIC ss",1200000,09 Mar 2022,private treaty,4,4,2.0,661.0,House
"140 Macedon Road,TEMPLESTOWE LOWER VIC ss",1450000,08 Mar 2022,private treaty,4,4,2.0,659.0,House
"25 Woodlea Boulevard,AINTREE VIC ss",895000,07 Mar 2022,sold prior to auction,4,4,2.0,565.0,House
"3/58-60 Prince Charles Street,CLAYTON VIC ss",1180000,07 Mar 2022,private treaty,4,4,2.0,565.0,Townhouse
"9 Pierview Drive,CURLEWIS VIC ss",1480000,05 Mar 2022,private treaty,4,4,2.0,594.0,House
"8 Lees Court,ROSANNA VIC ss",1475000,05 Mar 2022,auction,4,4,2.0,712.0,House
"98-100 Mcgowans Road,DONVALE VIC ss4,",2188000,04 Mar 2022,private treaty,4,4,2.0,47.0,House
"13A Barbara Avenue,GLEN WAVERLEY VIC ss",2220000,28 Feb 2022,sold prior to auction,4,4,2.0,47.0,Townhouse
"1/90 Thomas Street,BRIGHTON EAST VIC ss",2310000,26 Feb 2022,auction,4,4,2.0,500.0,Townhouse
"129A Bradshaw Street,ESSENDON VIC ss",3050000,24 Feb 2022,auction,4,4,2.0,500.0,House
"6 Hawkstowe Crescent,GREENVALE VIC ss",1400000,22 Feb 2022,sold prior to auction,4,4,2.0,811.0,House
"10 Haven Court,TORQUAY VIC ss",1825000,22 Feb 2022,private treaty,4,4,2.0,942.0,House
"1a The Grove,CAMBERWELL VIC ss",2625000,19 Feb 2022,auction,4,4,2.0,942.0,House
"9 Lachie Grove,POINT COOK VIC ss",980000,15 Feb 2022,private treaty,4,4,2.0,942.0,House
"36 Warralily Boulevard,ARMSTRONG CREEK VIC ss",1000000,14 Feb 2022,private treaty,4,4,2.0,528.0,House
"22 Verdant Crescent,DONCASTER VIC ss",2020000,13 Feb 2022,private treaty,4,4,2.0,528.0,House
"31 Kirkham Road,DANDENONG VIC ss",1585000,12 Feb 2022,auction,4,4,2.0,700.0,House
"1/13 Dianne Street,DONCASTER EAST VIC ss",1450000,12 Feb 2022,auction,4,4,2.0,700.0,Townhouse
"13A Thomas Place,PRAHRAN VIC ss",1800000,09 Feb 2022,private treaty,4,4,2.0,700.0,House
"2C Webster Street,SEDDON VIC ss",2190000,09 Feb 2022,sold prior to auction,4,4,2.0,700.0,House
"15 Manhattan Close,SANCTUARY LAKES VIC ss",1178000,08 Feb 2022,private treaty,4,4,2.0,601.0,House
"38 Johnson Drive,GLEN WAVERLEY VIC ss",2000000,07 Feb 2022,auction,4,4,2.0,818.0,House
"7 Fergus Street,THORNHILL PARK VIC ss",834000,07 Feb 2022,private treaty,4,4,2.0,448.0,House
"1/13 Graham Place,BOX HILL VIC ss",2200000,05 Feb 2022,private treaty,4,4,2.0,448.0,Townhouse
"95 Yerrin Street,BALWYN VIC ss",2500000,04 Feb 2022,private treaty,4,4,2.0,448.0,House
"24 Hopetoun Avenue,CANTERBURY VIC ss",3160000,03 Feb 2022,auction,4,4,2.0,426.0,House
"9 Award Crescent,TRUGANINA VIC ss",875000,02 Feb 2022,private treaty,4,4,2.0,476.0,House
"9 Emma Court,SUNBURY VIC ss1,",1000000,31 Jan 2022,private treaty,4,4,2.0,185.0,House
"87 Tower Road,MOUNT ELIZA VIC ss2,",2850000,30 Jan 2022,private treaty,4,4,2.0,846.0,House
"3 Muster Drive,AINTREE VIC ss",1270000,29 Jan 2022,auction,4,4,2.0,688.0,House
"211 Westwood Drive,BURNSIDE VIC ss",1100000,29 Jan 2022,auction,4,4,2.0,634.0,House
"47 Tournament Drive,SANCTUARY LAKES VIC ss",2040000,29 Jan 2022,private treaty,4,4,2.0,851.0,House
"50 Anchor Parade,CAPE PATERSON VIC ss",920000,28 Jan 2022,private treaty,4,4,2.0,491.0,House
"168 Dendy St,BRIGHTON EAST VIC ss",2900000,25 Jan 2022,private treaty,4,4,2.0,623.0,House
"171 Station Street,POREPUNKAH VIC ss",1350000,24 Jan 2022,private treaty,4,4,2.0,931.0,House
"1/20 Cumming Street,BURWOOD VIC ss",1100000,20 Jan 2022,sold prior to auction,4,4,2.0,931.0,Townhouse
"37 Fromhold Drive,DONCASTER VIC ss",1730000,20 Jan 2022,private treaty,4,4,2.0,708.0,House
"1 & 2/27 Carmichael Road,OAKLEIGH EAST VIC ss",2710000,20 Jan 2022,private treaty,4,4,2.0,708.0,Townhouse
"36 Spectacle Crescent,POINT COOK VIC ss",1230000,20 Jan 2022,private treaty,4,4,2.0,567.0,House
"2/54 Relowe Crescent,MONT ALBERT NORTH VIC ss",1600000,19 Jan 2022,private treaty,4,4,2.0,567.0,Townhouse
"2 Mackenzie Drive,WOLLERT VIC ss",1020000,19 Jan 2022,private treaty,4,4,2.0,539.0,House
"10 Penhallurick Street,CAMPBELLS CREEK VIC ss3,",1100000,17 Jan 2022,private treaty,4,4,2.0,309.0,House
"1 Chaucer Crescent,CANTERBURY VIC ss",4500000,16 Jan 2022,private treaty,4,4,2.0,309.0,House
"19b Sapphire Street,NIDDRIE VIC ss",900000,13 Jan 2022,private treaty,4,4,2.0,309.0,House
"13 Wiltshire Boulevard,THORNHILL PARK VIC ss",1150000,13 Jan 2022,private treaty,4,4,2.0,527.0,House
"4 Auburn Drive,FRASER RISE VIC ss",790000,12 Jan 2022,private treaty,4,4,2.0,344.0,House
"31 Canning Drive,MICKLEHAM VIC ss",1125000,12 Jan 2022,private treaty,4,4,2.0,702.0,House
"39 Main Drive,KEW VIC ss",2100000,11 Jan 2022,private treaty,4,4,2.0,368.0,House
"1/48 Station Street,BURWOOD VIC ss",1125000,10 Jan 2022,private treaty,4,4,2.0,368.0,Townhouse
"55 Beleura Hill Road,MORNINGTON VIC ss1,",2800000,02 Jan 2022,private treaty,4,4,2.0,298.0,House
"374 Ross Street,PORT MELBOURNE VIC ss",1893000,02 Jan 2022,private treaty,4,4,2.0,298.0,House
"39a Saffron Drive,HALLAM VIC ss",840000,30 Dec 2021,private treaty,4,4,2.0,298.0,House
"52 Alpine Ridge Drive,MERRIJIG VIC ss1,",1000000,25 Dec 2021,private treaty,4,4,2.0,68.0,House
"3 Monterey Close,KEW VIC ss",2078888,24 Dec 2021,private treaty,4,4,2.0,68.0,House
"8 Annesley Court,MOUNT WAVERLEY VIC ss1,",3050000,23 Dec 2021,private treaty,4,4,2.0,360.0,House
CLYDE NORTH VIC ss,1400000,22 Dec 2021,private treaty,4,4,2.0,512.0,House
"10 Outrigger Court,POINT COOK VIC ss",1261000,22 Dec 2021,private treaty,4,4,2.0,720.0,House
"76 Porter Street,TEMPLESTOWE VIC ss",1540000,22 Dec 2021,private treaty,4,4,2.0,720.0,House
"90 Wilson St,BRIGHTON VIC ss",4736000,20 Dec 2021,private treaty,4,4,2.0,720.0,House
"21 Hawdon Street,EAGLEMONT VIC ss1,",4010000,18 Dec 2021,auction,4,4,2.0,116.0,House
"50 Durham Road,KILSYTH VIC ss1,",1260000,18 Dec 2021,private treaty,4,4,2.0,47.0,House
"74 Lloyd Street,STRATHMORE VIC ss",1720000,18 Dec 2021,auction,4,4,2.0,47.0,House
"22A Arkaringa Crescent,BLACK ROCK VIC ss",2650000,16 Dec 2021,private treaty,4,4,2.0,469.0,House
"18 Mernda Village Drive,MERNDA VIC ss",1210000,15 Dec 2021,sold prior to auction,4,4,2.0,800.0,House
"7a Lockwood Street,BENTLEIGH VIC ss",2135000,11 Dec 2021,auction,4,4,2.0,800.0,Townhouse
"10 Dale Street,BULLEEN VIC ss",1630000,11 Dec 2021,auction,4,4,2.0,906.0,House
"17 Millicent Avenue,BULLEEN VIC ss",1710000,11 Dec 2021,private treaty,4,4,2.0,458.0,House
"1/23-25 Nickson Street,BUNDOORA VIC ss",780000,11 Dec 2021,auction,4,4,2.0,458.0,Townhouse
"91 Tower Road,MOUNT ELIZA VIC ss5,",3100000,11 Dec 2021,private treaty,4,4,2.0,463.0,House
"380 Montague Street,ALBERT PARK VIC ss",7175000,09 Dec 2021,private treaty,4,4,2.0,463.0,House
"343B Alma Road,CAULFIELD NORTH VIC ss",2700000,09 Dec 2021,sold prior to auction,4,4,2.0,430.0,Townhouse
"3 Hyton Crescent,KEW VIC ss",4050000,08 Dec 2021,private treaty,4,4,2.0,430.0,House
"7/23 Nickson Street,BUNDOORA VIC ss",750000,06 Dec 2021,private treaty,4,4,2.0,430.0,Townhouse
"2/23 Nickson Street,BUNDOORA VIC ss",720000,06 Dec 2021,private treaty,4,4,2.0,430.0,Townhouse
"34 Oakview Boulevard,NARRE WARREN NORTH VIC ss",2150000,06 Dec 2021,private treaty,4,4,2.0,861.0,House
"20 Cusdin Street,GLEN IRIS VIC ss",3228888,04 Dec 2021,auction,4,4,2.0,728.0,House
"15A Cormick Street,BENTLEIGH EAST VIC ss",1625000,02 Dec 2021,auction,4,4,2.0,728.0,Townhouse
"7 Bute Street,SEDDON VIC ss",1525000,02 Dec 2021,private treaty,4,4,2.0,728.0,House
"101 Newgrange Boulevard,CLYDE NORTH VIC ss",1200000,01 Dec 2021,private treaty,4,4,2.0,728.0,House
"2 Rangers,MOUNT HOTHAM VIC ss",1320000,30 Nov 2021,private treaty,4,4,2.0,728.0,House
"16 Woolondoon Drive,HIGHTON VIC ss",1155000,29 Nov 2021,private treaty,4,4,2.0,655.0,House
"48 Mackie Road,BENTLEIGH EAST VIC ss",2618000,27 Nov 2021,auction,4,4,2.0,595.0,House
"12 Grattan Street,CARLTON VIC ss",4706000,27 Nov 2021,auction,4,4,2.0,595.0,House
"3 Seachange Parade,LYNDHURST VIC ss",1600000,27 Nov 2021,auction,4,4,2.0,512.0,House
"31 Wakehurst Way,OFFICER VIC ss",1270000,27 Nov 2021,private treaty,4,4,2.0,576.0,House
"18 Quintus Avenue,STRATHMORE VIC ss",2295000,27 Nov 2021,auction,4,4,2.0,752.0,House
"2-4 Mistybrook Place,ARMSTRONG CREEK VIC ss",1230000,26 Nov 2021,sold prior to auction,4,4,2.0,641.0,House
"39a Saffron Drive,HALLAM VIC ss",840000,23 Nov 2021,private treaty,4,4,2.0,641.0,House
"1 Petrel Avenue,SORRENTO VIC ss",4500000,22 Nov 2021,auction,4,4,2.0,871.0,House
"12 Dean Avenue,ST KILDA EAST VIC ss",2650000,22 Nov 2021,sold prior to auction,4,4,2.0,871.0,Townhouse
"99A Deakin Street,BENTLEIGH EAST VIC ss",1705000,20 Nov 2021,auction,4,4,2.0,871.0,Townhouse
"1/19 Stapley Crescent,ALTONA NORTH VIC ss",1255000,16 Nov 2021,private treaty,4,4,2.0,871.0,Townhouse
"19 Keating Street,BLACK ROCK VIC ss",2725000,16 Nov 2021,private treaty,4,4,2.0,871.0,House
"16a Katrina Street,DONCASTER VIC ss",1725000,16 Nov 2021,auction,4,4,2.0,871.0,Townhouse
"44 Boyd Street,DONCASTER VIC ss",2600000,15 Nov 2021,private treaty,4,4,2.0,871.0,House
"9 Cotchin Close,WOLLERT VIC ss",1321000,15 Nov 2021,private treaty,4,4,2.0,871.0,House
"6 Dryden Way,HIGHTON VIC ss",2120000,13 Nov 2021,auction,4,4,2.0,871.0,House
"9 Winona Road,MOUNT ELIZA VIC ss2,",3350000,13 Nov 2021,private treaty,4,4,2.0,826.0,House
"18 Merriwee Crescent,TOORAK VIC ss",10550000,13 Nov 2021,private treaty,4,4,2.0,826.0,House
"49 Grantham Drive,HIGHTON VIC ss",1270000,12 Nov 2021,private treaty,4,4,2.0,651.0,House
"3/6 Nathan Street,DONCASTER VIC ss",1350000,11 Nov 2021,sold prior to auction,4,4,2.0,651.0,Townhouse
"9 Wandana Court,FRANKSTON SOUTH VIC ss2,",1920000,11 Nov 2021,private treaty,4,4,2.0,808.0,House
"16 Anchor Place,SAFETY BEACH VIC ss",2120000,10 Nov 2021,private treaty,4,4,2.0,233.0,Townhouse
"27A Bonview Road,MALVERN VIC ss",3750000,09 Nov 2021,private treaty,4,4,2.0,233.0,House
"263 Clarke Street,NORTHCOTE VIC ss",2970000,07 Nov 2021,auction,4,4,2.0,233.0,House
"1 Bronte Court,HAMPTON VIC ss",4401523,06 Nov 2021,auction,4,4,2.0,233.0,House
"16 Zodiac Street,BURWOOD VIC ss",1590000,05 Nov 2021,private treaty,4,4,2.0,233.0,Townhouse
"8 Term Street,STRATHMORE VIC ss",1785000,05 Nov 2021,private treaty,4,4,2.0,233.0,House
"6 Lower Drive North Drive,KEW VIC ss",2300000,04 Nov 2021,private treaty,4,4,2.0,400.0,House
"6 Lower Drive North,KEW VIC ss",2300000,04 Nov 2021,private treaty,4,4,2.0,400.0,House
"134 Yackandandah Road,YACKANDANDAH VIC ss1.21ha",1200000,03 Nov 2021,private treaty,4,4,2.0,400.0,House
"18 Anchor Place,SAFETY BEACH VIC ss",2120000,01 Nov 2021,private treaty,4,4,2.0,233.0,Townhouse
"7b Lockwood Street,BENTLEIGH VIC ss",2160000,30 Oct 2021,auction,4,4,2.0,233.0,Townhouse
"1/3 Knott Street,SAFETY BEACH VIC ss",1130000,29 Oct 2021,private treaty,4,4,2.0,233.0,Townhouse
"53 Freemantle Drive,WANTIRNA SOUTH VIC ss",1560000,29 Oct 2021,sold prior to auction,4,4,2.0,722.0,House
"477B Geelong Road,YARRAVILLE VIC ss",1195000,29 Oct 2021,auction,4,4,2.0,273.0,House
"137 Yan Yean Road,PLENTY VIC ss1,",2311000,28 Oct 2021,private treaty,4,4,2.0,198.0,House
"403 Auburn Road,HAWTHORN VIC ss",2980000,26 Oct 2021,private treaty,4,4,2.0,198.0,House
"20 Palmerston Street,MARYBOROUGH VIC ss",550000,26 Oct 2021,private treaty,4,4,2.0,459.0,House
"53 Farrell Street,PORT MELBOURNE VIC ss",3000000,25 Oct 2021,private treaty,4,4,2.0,459.0,House
"4 Orchard St,BRIGHTON VIC ss",4735000,24 Oct 2021,auction,4,4,2.0,459.0,House
"6 Janessa Drive,CLYDE NORTH VIC ss",1151500,24 Oct 2021,private treaty,4,4,2.0,459.0,House
"40 Lagoon Drive,AINTREE VIC ss",1082000,22 Oct 2021,private treaty,4,4,2.0,514.0,House
"23 Tobago Avenue,POINT COOK VIC ss",980000,22 Oct 2021,private treaty,4,4,2.0,587.0,House
"12 Airlie Avenue,POINT COOK VIC ss",1275000,22 Oct 2021,private treaty,4,4,2.0,611.0,House
"42 St Georges Crescent,ASHBURTON VIC ss",2318000,21 Oct 2021,private treaty,4,4,2.0,367.0,House
"2/33 Meldan Street,BURWOOD VIC ss",1320000,21 Oct 2021,auction,4,4,2.0,367.0,House
"173 Tramway Parade,BEAUMARIS VIC ss",2685000,16 Oct 2021,auction,4,4,2.0,727.0,House
"23 Evans Street,SAFETY BEACH VIC ss",3000000,16 Oct 2021,private treaty,4,4,2.0,664.0,House
"36 Anchor Place,SAFETY BEACH VIC ss",2115000,15 Oct 2021,private treaty,4,4,2.0,233.0,Townhouse
"8 Toronto Avenue,DONCASTER VIC ss",1820000,13 Oct 2021,private treaty,4,4,2.0,233.0,House
"4 PANAMA ROAD,CRANBOURNE WEST VIC ss",1061000,11 Oct 2021,private treaty,4,4,2.0,480.0,House
"2/21 Mt Pleasant Drive,MOUNT WAVERLEY VIC ss",1950000,09 Oct 2021,auction,4,4,2.0,480.0,Townhouse
"1/21 Mt Pleasant Drive,MOUNT WAVERLEY VIC ss",2070000,09 Oct 2021,auction,4,4,2.0,480.0,Townhouse
"41 Shakespeare Drive,TEMPLESTOWE VIC ss",2467000,09 Oct 2021,auction,4,4,2.0,790.0,House
"13 Yarra Bank Court,ABBOTSFORD VIC ss",2215000,07 Oct 2021,auction,4,4,2.0,790.0,House
"31 Bowen Street,MOONEE PONDS VIC ss",2200000,07 Oct 2021,auction,4,4,2.0,790.0,House
"41C Cromwell Road,SOUTH YARRA VIC ss",4650000,07 Oct 2021,private treaty,4,4,2.0,790.0,House
"87 Errol Boulevard,MICKLEHAM VIC ss",912500,04 Oct 2021,private treaty,4,4,2.0,702.0,House
"10a Rosemary Road,BEAUMARIS VIC ss",2953000,02 Oct 2021,auction,4,4,2.0,702.0,House
"9/48 - 50 Kanooka Grove,CLAYTON VIC ss",856600,02 Oct 2021,private treaty,4,4,2.0,702.0,Townhouse
"8 Galvin Street,BENDIGO VIC ss1,",800000,01 Oct 2021,private treaty,4,4,2.0,421.0,House
"1 Mountview Road,MALVERN VIC ss",7250000,30 Sep 2021,private treaty,4,4,2.0,421.0,House
"40A Parslow Street,MALVERN VIC ss",3400000,29 Sep 2021,private treaty,4,4,2.0,421.0,House
"21 Adelaide Street,ARMADALE VIC ss",10000000,28 Sep 2021,private treaty,4,4,2.0,777.0,House
"46A Shannon Street,BOX HILL NORTH VIC ss",1170000,26 Sep 2021,auction,4,4,2.0,260.0,Townhouse
"16 Park Avenue,KEW VIC ss",2270000,25 Sep 2021,sold prior to auction,4,4,2.0,390.0,House
"70 Pumpkin Lane,ST KILDA VIC ss",2210000,23 Sep 2021,private treaty,4,4,2.0,390.0,House
"58 Fourteenth Street,HEPBURN VIC ss",972000,21 Sep 2021,private treaty,4,4,2.0,390.0,House
"20 Longshore Drive,CLYDE NORTH VIC ss",1378000,19 Sep 2021,private treaty,4,4,2.0,390.0,House
"212 Noble Street,NEWTOWN VIC ss",3400000,18 Sep 2021,auction,4,4,2.0,390.0,House
"6 Selwyn Close,CAROLINE SPRINGS VIC ss",1050000,16 Sep 2021,private treaty,4,4,2.0,637.0,House
"59 Amsterdam Avenue,TARNEIT VIC ss",990000,11 Sep 2021,private treaty,4,4,2.0,637.0,House
"348 Wendouree Parade,LAKE WENDOUREE VIC ss",2900000,07 Sep 2021,private treaty,4,4,2.0,650.0,House
"3 Cascade Street,BALWYN NORTH VIC ss",3250000,05 Sep 2021,private treaty,4,4,2.0,650.0,House
"2A Osborne Avenue,BENTLEIGH VIC ss",1735000,02 Sep 2021,private treaty,4,4,2.0,650.0,Townhouse
"3 Collis St,BRIGHTON EAST VIC ss",4362000,28 Aug 2021,auction,4,4,2.0,613.0,House
"36 Kitchen Road,PORT MELBOURNE VIC ss",1891000,28 Aug 2021,auction,4,4,2.0,613.0,House
"6 Calder Way,WANTIRNA SOUTH VIC ss",1950000,27 Aug 2021,private treaty,4,4,2.0,906.0,House
"7A Meadowbank Avenue,DONCASTER VIC ss",1650000,24 Aug 2021,private treaty,4,4,2.0,906.0,Townhouse
"25 Surrey Drive,KEILOR EAST VIC ss",1730000,20 Aug 2021,private treaty,4,4,2.0,906.0,House
"40 Butternut Drive,LYNDHURST VIC ss",951000,20 Aug 2021,private treaty,4,4,2.0,383.0,House
"451 King Street,WEST MELBOURNE VIC ss",1900000,20 Aug 2021,private treaty,4,4,2.0,383.0,Townhouse
"34 Mcintosh Road,ALTONA NORTH VIC ss",1350000,18 Aug 2021,sold prior to auction,4,4,2.0,383.0,Townhouse
"21a Melva Street,BENTLEIGH EAST VIC ss",1629500,18 Aug 2021,auction,4,4,2.0,383.0,Townhouse
"40/111 Kinross Avenue,EDITHVALE VIC ss",892000,14 Aug 2021,sold prior to auction,4,4,2.0,383.0,Townhouse
"75 Ryans Road,ELTHAM VIC ss2,",2290000,14 Aug 2021,auction,4,4,2.0,888.0,House
"2/396A New Street,BRIGHTON VIC ss",2995000,11 Aug 2021,private treaty,4,4,2.0,888.0,Townhouse
"21 Leary Avenue,BENTLEIGH EAST VIC ss",2550000,07 Aug 2021,auction,4,4,2.0,888.0,House
"50 Park Avenue,KEW VIC ss",2370000,07 Aug 2021,private treaty,4,4,2.0,390.0,House
"1 Compass Way,MOUNT DUNEED VIC ss",1235000,06 Aug 2021,private treaty,4,4,2.0,390.0,House
"12 Skyline Terrace,MOUNT HOTHAM VIC ss",2575000,06 Aug 2021,private treaty,4,4,2.0,390.0,House
"8 Fleay Road,BADGER CREEK VIC ss4,",950000,05 Aug 2021,private treaty,4,4,2.0,34.0,House
"22 Golf Avenue,KINGSBURY VIC ss",1000000,05 Aug 2021,private treaty,4,4,2.0,34.0,House
"27 Bursaria Drive,TRUGANINA VIC ss",790000,04 Aug 2021,private treaty,4,4,2.0,518.0,House
"6-8 Queen Street,MORNINGTON VIC ss1,",3200000,03 Aug 2021,private treaty,4,4,2.0,176.0,House
"28 Sussex Street,BRIGHTON VIC ss",6405000,02 Aug 2021,private treaty,4,4,2.0,894.0,House
"447 Grubb Road,WALLINGTON VIC ss20,",1550000,31 Jul 2021,private treaty,4,4,2.0,200.0,House
"12 Greenwood Drive,AINTREE VIC ss",965000,30 Jul 2021,private treaty,4,4,2.0,512.0,House
"90 Rachelle Road,KEILOR EAST VIC ss",1480000,30 Jul 2021,private treaty,4,4,2.0,512.0,House
"18 Merton Street,SPRINGVALE VIC ss",1335000,30 Jul 2021,private treaty,4,4,2.0,856.0,House
"2 Taylor Street,ASHBURTON VIC ss",2530000,28 Jul 2021,private treaty,4,4,2.0,590.0,House
"8 Wendora Street,STRATHMORE VIC ss",1651000,24 Jul 2021,auction,4,4,2.0,400.0,House
"32 Prahran Grove,ELSTERNWICK VIC ss",2550000,21 Jul 2021,sold prior to auction,4,4,2.0,400.0,House
"8 Mines Road,RINGWOOD EAST VIC ss",1096000,20 Jul 2021,private treaty,4,4,2.0,400.0,Townhouse
"457 Evans Road,LYNBROOK VIC ss",1100005,19 Jul 2021,private treaty,4,4,2.0,548.0,House
"42A Richard Street,SPRINGVALE SOUTH VIC ss",817000,16 Jul 2021,private treaty,4,4,2.0,548.0,Townhouse
"21 CASANDRA COURT,BERWICK VIC ss",1420000,15 Jul 2021,private treaty,4,4,2.0,706.0,House
"1/27 McGhee Avenue,MITCHAM VIC ss",1410000,15 Jul 2021,auction,4,4,2.0,706.0,House
"1/16 The Ridge West,KNOXFIELD VIC ss",1182000,03 Jul 2021,auction,4,4,2.0,706.0,House
"33 Montague Street,MOONEE PONDS VIC ss",3026000,03 Jul 2021,auction,4,4,2.0,706.0,House
"12 High Street,NUNAWADING VIC ss",2275000,03 Jul 2021,auction,4,4,2.0,656.0,House
"105 Macedon Road,TEMPLESTOWE LOWER VIC ss",1620000,03 Jul 2021,auction,4,4,2.0,656.0,House
"1 Hume Street,MOUNT MARTHA VIC ss1,",2105000,02 Jul 2021,private treaty,4,4,2.0,59.0,House
"11 Mountain View Circuit,BEACONSFIELD VIC ss",1400000,29 Jun 2021,private treaty,4,4,2.0,59.0,House
"123 Fisken Road,MOUNT HELEN VIC ss2.02ha",1650000,29 Jun 2021,private treaty,4,4,2.0,59.0,House
"5 Landale Road,TOORAK VIC ss",4210000,29 Jun 2021,private treaty,4,4,2.0,59.0,Townhouse
"110 Westwood Boulevard,KEYSBOROUGH VIC ss",1560000,28 Jun 2021,private treaty,4,4,2.0,473.0,House
"108 Glenisla Drive,MOUNT MARTHA VIC ss",3450000,28 Jun 2021,private treaty,4,4,2.0,984.0,House
"1/445 Serpells Terrace,DONVALE VIC ss",1435000,26 Jun 2021,auction,4,4,2.0,984.0,Townhouse
"12A Chippendale Court,TEMPLESTOWE VIC ss",2265000,26 Jun 2021,private treaty,4,4,2.0,750.0,House
"74A Lloyd Street,STRATHMORE VIC ss",1645000,25 Jun 2021,sold prior to auction,4,4,2.0,750.0,Townhouse
"17 Cumberland Avenue,BALWYN NORTH VIC ss",3470000,22 Jun 2021,private treaty,4,4,2.0,670.0,House
"10 Janda Court,BOX HILL NORTH VIC ss",1830000,22 Jun 2021,sold prior to auction,4,4,2.0,303.0,House
