address,price,sold_date,sold_type,bedrooms,bathroom,car_space,land_size (m2),house_type
"14 HUNT STREET,WODONGA VIC s",479000,06 May 2022,private treaty,2,1,4.0,736.0,House
"48 Karbeethong Avenue,MALLACOOTA VIC s",650000,03 May 2022,private treaty,2,1,4.0,992.0,House
"75 Harvey Road,ST LEONARDS VIC s",890000,30 Apr 2022,private treaty,2,1,4.0,752.0,House
"9 Fisherman Drive,REEFTON VIC s3,",750000,29 Apr 2022,private treaty,2,1,4.0,832.0,House
"59 Campbell Street,STREATHAM VIC s4,",400000,21 Apr 2022,private treaty,2,1,4.0,46.0,House
"12a Tariff Street,EAGLEHAWK VIC s",430000,20 Apr 2022,,2,1,4.0,291.0,House
"680 Deans Marsh - Lorne Road,PENNYROYAL VIC s",1225000,14 Apr 2022,private treaty,2,1,4.0,291.0,House
"1015 Whittlesea-Kinglake Road,KINGLAKE WEST VIC s8,",695000,12 Apr 2022,private treaty,2,1,4.0,129.0,House
"54 Queen Street,MOE VIC s",350000,12 Apr 2022,private treaty,2,1,4.0,598.0,House
"43 Draper Road,HEYFIELD VIC s8,",588000,11 Apr 2022,private treaty,2,1,4.0,123.0,House
"226 MATHERS Road,VALENCIA CREEK VIC s18.13ha",640000,11 Apr 2022,private treaty,2,1,4.0,123.0,House
"24 DIMBOOLA ROAD,WARRACKNABEAL VIC s2,",337000,11 Apr 2022,private treaty,2,1,4.0,56.0,House
"3 Kennedy Street,GLENROY VIC s1,",1310000,09 Apr 2022,auction,2,1,4.0,23.0,House
"9 Garsed Road,STRANGWAYS VIC s4.45ha",1175000,06 Apr 2022,private treaty,2,1,4.0,23.0,House
"11 Charles Street,SELBY VIC s1,",820000,05 Apr 2022,private treaty,2,1,4.0,189.0,House
"84 William Street,LISMORE VIC s",397000,04 Apr 2022,sold prior to auction,2,1,4.0,189.0,House
"60 Sparks Road,CHEWTON VIC s4.54ha",760000,01 Apr 2022,private treaty,2,1,4.0,189.0,House
"31 Normanby Street,DIMBOOLA VIC s",200000,01 Apr 2022,private treaty,2,1,4.0,189.0,House
"48 Hull Road,CROYDON VIC s",707500,31 Mar 2022,private treaty,2,1,4.0,380.0,House
"1 Seabreeze Avenue,GOLDEN BEACH VIC s",350000,31 Mar 2022,private treaty,2,1,4.0,624.0,House
"39 Middle Street,HADFIELD VIC s",850000,31 Mar 2022,auction,2,1,4.0,624.0,House
"21 Mummery Road,MYRTLEFORD VIC s",614000,31 Mar 2022,private treaty,2,1,4.0,446.0,House
"14 Victoria Street,PYRAMID HILL VIC s1,",200000,30 Mar 2022,private treaty,2,1,4.0,713.0,House
"65 Twelfth Avenue,RAYMOND ISLAND VIC s",429000,28 Mar 2022,private treaty,2,1,4.0,713.0,House
"12 Houston Street,HORSHAM VIC s",297000,25 Mar 2022,private treaty,2,1,4.0,820.0,House
"29 Thornbill Drive,CARRUM DOWNS VIC s",722000,24 Mar 2022,private treaty,2,1,4.0,650.0,House
"53 Darlington Grove,COBURG VIC s",1310000,23 Mar 2022,auction,2,1,4.0,650.0,House
"32 Ashton Street,RESERVOIR VIC s",1300000,23 Mar 2022,private treaty,2,1,4.0,784.0,House
"350 Bambra Road,CAULFIELD SOUTH VIC s",1200000,20 Mar 2022,auction,2,1,4.0,784.0,House
"21 Locksley Road,RYE VIC s1,",1725000,09 Mar 2022,private treaty,2,1,4.0,449.0,House
"184 Kingfisher Drive,LAL LAL VIC s4.11ha",755000,08 Mar 2022,private treaty,2,1,4.0,449.0,House
"68 William Street,CASTLEMAINE VIC s",845000,07 Mar 2022,private treaty,2,1,4.0,758.0,House
"29 Trevascus Street,CAULFIELD SOUTH VIC s",1310000,06 Mar 2022,auction,2,1,4.0,420.0,House
"12 Besant Street,HAMPTON EAST VIC s",1210000,03 Mar 2022,private treaty,2,1,4.0,420.0,House
"11 Commercial Place,KOROIT VIC s",525000,03 Mar 2022,private treaty,2,1,4.0,420.0,House
"54 North Road,RESERVOIR VIC s",711000,03 Mar 2022,auction,2,1,4.0,356.0,House
"16 Centreway Road,ST LEONARDS VIC s1,",860000,03 Mar 2022,private treaty,2,1,4.0,137.0,House
"336 Gillies Street,THORNBURY VIC s",1550000,03 Mar 2022,auction,2,1,4.0,538.0,House
"15 Point Road,KALIMNA VIC s",395000,26 Feb 2022,private treaty,2,1,4.0,632.0,House
"534 Running Creek Road,KANCOONA VIC s1,",630000,24 Feb 2022,private treaty,2,1,4.0,619.0,House
"34 Tarnpirr Road,NARBETHONG VIC s1,",550000,22 Feb 2022,private treaty,2,1,4.0,684.0,House
"753 Creswick Newstead Road,SANDON VIC s12.9ha",650000,21 Feb 2022,private treaty,2,1,4.0,684.0,House
"3 Sarah Street,WAHGUNYAH VIC s",354000,18 Feb 2022,private treaty,2,1,4.0,495.0,House
"9 Donovans Road,WARRNAMBOOL VIC s",520000,17 Feb 2022,,2,1,4.0,495.0,House
"74 Back Beach Road,SAN REMO VIC s",693500,16 Feb 2022,private treaty,2,1,4.0,495.0,House
"20 Maurice Street,COCKATOO VIC s2,",730000,12 Feb 2022,private treaty,2,1,4.0,67.0,House
"37A Britten Street,GLEN IRIS VIC s",1545000,10 Feb 2022,auction,2,1,4.0,430.0,House
"33 Bostock Avenue,MANIFOLD HEIGHTS VIC s",1540000,05 Feb 2022,auction,2,1,4.0,927.0,House
"38 Woods Street,BEARII VIC s10,",350000,28 Jan 2022,private treaty,2,1,4.0,0.0,House
"30 Laidlaw Avenue,EDENHOPE VIC s2,",290000,28 Jan 2022,private treaty,2,1,4.0,104.0,House
"26 Silver Avenue,FRANKSTON NORTH VIC s",552000,21 Jan 2022,private treaty,2,1,4.0,612.0,House
"50 Cornella-Toolleen Road,TOOLLEEN VIC s6,",305000,20 Jan 2022,private treaty,2,1,4.0,70.0,House
"16 Curlew Crescent,NORLANE VIC s",430000,19 Jan 2022,private treaty,2,1,4.0,557.0,House
"18 Station Street,KOONDROOK VIC s",237000,17 Jan 2022,private treaty,2,1,4.0,944.0,House
"574 Basalt Road,BASALT VIC s8,",840000,12 Jan 2022,private treaty,2,1,4.0,93.0,House
"55 Wren Street,TOOLAMBA VIC s1,",355000,11 Jan 2022,private treaty,2,1,4.0,496.0,House
"102 Sagars Road,HAZELWOOD NORTH VIC s2.06ha",632000,10 Jan 2022,private treaty,2,1,4.0,496.0,House
"12 Haywood Street,MORWELL VIC s",335000,06 Jan 2022,private treaty,2,1,4.0,683.0,House
"25 Old St Leonards Road,ST LEONARDS VIC s",690000,30 Dec 2021,private treaty,2,1,4.0,664.0,House
"1/319 Daylesford-Malmsbury Road,COOMOORA VIC s4,",820000,24 Dec 2021,private treaty,2,1,4.0,62.0,House
"53 Allan Street,KYABRAM VIC s",305000,20 Dec 2021,private treaty,2,1,4.0,680.0,House
"150 Wilsons Lane,CLYDESDALE VIC s101,",820000,19 Dec 2021,private treaty,2,1,4.0,171.0,House
"36 Maude Avenue,GLENROY VIC s",935000,18 Dec 2021,auction,2,1,4.0,780.0,House
"50 Rennie Street,COBURG VIC s",1480000,16 Dec 2021,sold prior to auction,2,1,4.0,502.0,House
"46 Church Street,GLENROWAN VIC s",430000,14 Dec 2021,private treaty,2,1,4.0,812.0,House
"82 Dunlop Street,YARRAWONGA VIC s",415500,14 Dec 2021,private treaty,2,1,4.0,812.0,House
"24 Kalver Street,CORIO VIC s",485000,07 Dec 2021,private treaty,2,1,4.0,590.0,House
"1903 Don Road,DON VALLEY VIC s1,",680000,03 Dec 2021,private treaty,2,1,4.0,866.0,House
"73 Metung Road,METUNG VIC s",1060000,02 Dec 2021,private treaty,2,1,4.0,783.0,House
"343 Majors Line Road,TOOBORAC VIC s19.8ha",800000,30 Nov 2021,private treaty,2,1,4.0,783.0,House
"6A Foote Street,DROMANA VIC s",1150000,26 Nov 2021,private treaty,2,1,4.0,783.0,House
"96 Vaughan Springs Road,YAPEEN VIC s2,",922200,23 Nov 2021,private treaty,2,1,4.0,0.0,House
"16 Craig Avenue,WARRACKNABEAL VIC s",292000,20 Nov 2021,private treaty,2,1,4.0,0.0,House
"4 Elizabeth Street,YARRAWONGA VIC s",475000,19 Nov 2021,private treaty,2,1,4.0,752.0,House
"7 Bassett Road,LAKES ENTRANCE VIC s",365000,16 Nov 2021,private treaty,2,1,4.0,572.0,House
"46 Elton Road,FERNTREE GULLY VIC s",900000,10 Nov 2021,auction,2,1,4.0,741.0,House
"17 Scarlet Street,MORDIALLOC VIC s",1085000,08 Nov 2021,auction,2,1,4.0,720.0,House
"46 Bayview Road,TOORADIN VIC s1,",645000,08 Nov 2021,private treaty,2,1,4.0,0.0,House
"21-23 Milford Street,MOOLAP VIC s2,",842000,06 Nov 2021,auction,2,1,4.0,91.0,House
"111 Hervey Street,ELMORE VIC s",175000,04 Nov 2021,private treaty,2,1,4.0,991.0,House
"152 Bowen Street,CAMPERDOWN VIC s4,",640000,01 Nov 2021,sold prior to auction,2,1,4.0,0.0,House
"3 Percival Street,CAPEL SOUND VIC s",900000,29 Oct 2021,private treaty,2,1,4.0,659.0,House
"17 Station Road,GEMBROOK VIC s2,",803000,28 Oct 2021,private treaty,2,1,4.0,755.0,House
"86 Widford Street,GLENROY VIC s",835000,27 Oct 2021,auction,2,1,4.0,580.0,House
"113 Hervey Street,ELMORE VIC s1,",295000,26 Oct 2021,private treaty,2,1,4.0,22.0,House
"11 Dorothy Grove,FERNTREE GULLY VIC s",989000,26 Oct 2021,auction,2,1,4.0,990.0,House
"36A Livingstone Street,COBURG NORTH VIC s",1340000,23 Oct 2021,auction,2,1,4.0,990.0,House
"25 Mountain Road,COCKATOO VIC s5,",900000,23 Oct 2021,private treaty,2,1,4.0,199.0,House
"13 Old Howes Creek Road,MANSFIELD VIC s",555000,20 Oct 2021,private treaty,2,1,4.0,690.0,House
"4 Cranley Street,SPRINGVALE VIC s",1080000,20 Oct 2021,auction,2,1,4.0,741.0,House
"8 Elsa Street,FAWKNER VIC s",770000,16 Oct 2021,auction,2,1,4.0,590.0,House
"11 Morrison Street,TRARALGON VIC s",477000,16 Oct 2021,private treaty,2,1,4.0,949.0,House
"40 Kingfisher Avenue,CAPEL SOUND VIC s",870000,12 Oct 2021,private treaty,2,1,4.0,785.0,House
"1 Jean Street,UPPER FERNTREE GULLY VIC s1,",752000,12 Oct 2021,private treaty,2,1,4.0,16.0,House
"17 Wood Street,LONG GULLY VIC s1,",551000,09 Oct 2021,private treaty,2,1,4.0,400.0,House
"22 Hillside Crescent,BLACKBURN VIC s",1640500,06 Oct 2021,private treaty,2,1,4.0,755.0,House
"3/5704 Calder Highway,KANGAROO FLAT VIC s",390000,05 Oct 2021,private treaty,2,1,4.0,385.0,House
"7 Baldwin Street,ARMADALE VIC s",2065000,01 Oct 2021,auction,2,1,4.0,422.0,House
"616 Thompson Road,NORLANE VIC s",430000,30 Sep 2021,private treaty,2,1,4.0,557.0,House
"11 Bingara Avenue,NORLANE VIC s",480000,22 Sep 2021,private treaty,2,1,4.0,628.0,House
"1375 Lyell Road,REDESDALE VIC s3.38ha",680000,22 Sep 2021,private treaty,2,1,4.0,628.0,House
"37 Connie Street,BENTLEIGH EAST VIC s",1514000,13 Sep 2021,sold prior to auction,2,1,4.0,662.0,House
"22 Flamingo Road,CAPEL SOUND VIC s",903000,12 Sep 2021,auction,2,1,4.0,969.0,House
"143 Station Rd,MELTON SOUTH VIC s",413000,09 Sep 2021,private treaty,2,1,4.0,584.0,House
"9 Armstrong Street,BOORT VIC s",221000,27 Aug 2021,private treaty,2,1,4.0,584.0,House
"110 Seventh Avenue,ROSEBUD VIC s",660000,27 Aug 2021,private treaty,2,1,4.0,383.0,House
"840 Barkly Street,MOUNT PLEASANT VIC s",545000,25 Aug 2021,private treaty,2,1,4.0,676.0,House
"11-13 McGregor Street,NUMURKAH VIC s",240000,25 Aug 2021,private treaty,2,1,4.0,676.0,House
"11 View Street,HIGHETT VIC s",1920000,24 Aug 2021,private treaty,2,1,4.0,930.0,House
"1 Levi Track,WERONA VIC s80,",550000,23 Aug 2021,private treaty,2,1,4.0,937.0,House
"12 Curlew Crescent,NORLANE VIC s",415000,20 Aug 2021,private treaty,2,1,4.0,557.0,House
"11 Thomas Street,GEELONG WEST VIC s",820000,14 Aug 2021,auction,2,1,4.0,557.0,House
"564 Napier Street,WHITE HILLS VIC s",380000,06 Aug 2021,private treaty,2,1,4.0,831.0,House
"23 Eldon Street,BRIDGEWATER ON LODDON VIC s1,",370000,03 Aug 2021,private treaty,2,1,4.0,8.0,House
"47 Wendover Avenue,NORLANE VIC s",465000,03 Aug 2021,private treaty,2,1,4.0,650.0,House
"19 Fairmont Street,BOOLARRA VIC s",311000,30 Jul 2021,private treaty,2,1,4.0,791.0,House
"130 High St,CHARLTON VIC s1,",145000,26 Jul 2021,private treaty,2,1,4.0,400.0,House
"14 Smith Street,COBDEN VIC s1,",220000,22 Jul 2021,private treaty,2,1,4.0,15.0,House
"81 Station Street,NORLANE VIC s",464000,21 Jul 2021,private treaty,2,1,4.0,710.0,House
"47 Camellia Crescent,NORLANE VIC s",522000,15 Jul 2021,private treaty,2,1,4.0,871.0,House
"100 Annesley Street,ECHUCA VIC s",355000,14 Jul 2021,private treaty,2,1,4.0,699.0,House
"10 Golf Links Road,LAKES ENTRANCE VIC s",343000,14 Jul 2021,private treaty,2,1,4.0,597.0,House
"185 Doodts Road,NERRINA VIC s1.09ha",670000,13 Jul 2021,private treaty,2,1,4.0,597.0,House
"19 May Street,MACLEOD VIC s",1171000,10 Jul 2021,auction,2,1,4.0,673.0,House
"11 Joyce Street,SPRINGVALE VIC s",1080000,07 Jul 2021,private treaty,2,1,4.0,808.0,House
"33 Marcia Street,SUNSHINE WEST VIC s",678000,06 Jul 2021,private treaty,2,1,4.0,719.0,House
"56 Bayview Road,FRANKSTON VIC s",831000,05 Jul 2021,private treaty,2,1,4.0,643.0,House
"14 Rangeview Street,WARRAGUL VIC s1,",770000,02 Jul 2021,private treaty,2,1,4.0,612.0,House
"11 Fenton Street,LONG GULLY VIC s",374600,30 Jun 2021,private treaty,2,1,4.0,633.0,House
"264 Walkenhorst Road,TARRINGTON VIC s4,",430000,30 Jun 2021,private treaty,2,1,4.0,532.0,House
"1/28 Kensington Crescent,ALTONA MEADOWS VIC s",569000,29 Jun 2021,auction,2,1,4.0,316.0,House
"13 Byron Street,COLLINGWOOD VIC s",2275000,29 Jun 2021,auction,2,1,4.0,316.0,House
"262 Queen Street,ALTONA VIC s",1200000,21 Jun 2021,private treaty,2,1,4.0,644.0,House
"54 Flamingo Rd,CAPEL SOUND VIC s",625000,19 Jun 2021,private treaty,2,1,4.0,380.0,House
"127 Main Street,BEEAC VIC s3,",341000,18 Jun 2021,private treaty,2,1,4.0,986.0,House
"19 Fairmont Street,BOOLARRA VIC s",311000,13 Jun 2021,private treaty,2,1,4.0,791.0,House
"72 Toorak Avenue,LOCH SPORT VIC s",350000,11 Jun 2021,private treaty,2,1,4.0,511.0,House
"5 Macassar Crescent,THE HONEYSUCKLES VIC s",300000,10 Jun 2021,,2,1,4.0,700.0,House
"3 Bona Street,TOOTGAROOK VIC s",787000,10 Jun 2021,private treaty,2,1,4.0,909.0,House
"5 Hastings Street,WENDOUREE VIC s",405000,09 Jun 2021,private treaty,2,1,4.0,595.0,House
"8 Valnere Street,MARIBYRNONG VIC s",1165000,05 Jun 2021,auction,2,1,4.0,612.0,House
"17 Carramar Avenue,CAMBERWELL VIC s",2730000,03 Jun 2021,auction,2,1,4.0,843.0,House
"75 Moppianimum Road,SCARSDALE VIC s",480000,02 Jun 2021,private treaty,2,1,4.0,843.0,House
"13 Decker Street,BLACKWOOD VIC s",490000,30 May 2021,private treaty,2,1,4.0,869.0,House
"33 Ferguson Street,MACLEOD VIC s",1201000,29 May 2021,auction,2,1,4.0,869.0,House
"7 Karo Court,DOVETON VIC s",575000,25 May 2021,private treaty,2,1,4.0,739.0,House
"30 Edward Street,MAFFRA VIC s",384000,22 May 2021,auction,2,1,4.0,739.0,House
"18 Rose Avenue,NORLANE VIC s",505000,22 May 2021,private treaty,2,1,4.0,649.0,House
"46 Lothian Street,NORTH MELBOURNE VIC s",1300000,22 May 2021,auction,2,1,4.0,649.0,House
"38 Glendenning Street,ST ALBANS VIC s",960000,21 May 2021,private treaty,2,1,4.0,848.0,House
"29 Edols Street,NORTH GEELONG VIC s",415000,19 May 2021,private treaty,2,1,4.0,597.0,House
"81 Stevens Street,PORTARLINGTON VIC s1,",820000,13 May 2021,private treaty,2,1,4.0,14.0,House
"15 Collins Street,WINCHELSEA VIC s20,",765000,11 May 2021,private treaty,2,1,4.0,234.0,House
"36 Tawonga Gap Road,BRIGHT VIC s5,",890000,10 May 2021,private treaty,2,1,4.0,665.0,House
"438 Dore Road,NAR NAR GOON VIC s42.49ha",1550000,10 May 2021,private treaty,2,1,4.0,665.0,House
"78 Canterbury Road,VENUS BAY VIC s",430000,08 May 2021,private treaty,2,1,4.0,737.0,House
"3 Maurice Street,COCKATOO VIC s1,",636500,05 May 2021,private treaty,2,1,4.0,378.0,House
"16 Epping Street,KYNETON VIC s",544500,03 May 2021,private treaty,2,1,4.0,386.0,House
"1 William Street,BEARII VIC s4,",240000,30 Apr 2021,private treaty,2,1,4.0,46.0,House
"8a Fairmount Road,HAWTHORN EAST VIC s",1552000,29 Apr 2021,auction,2,1,4.0,347.0,House
"38C Campbell Street,PORT FAIRY VIC s",595000,28 Apr 2021,private treaty,2,1,4.0,347.0,House
"57 Great Ocean Road,SKENES CREEK VIC s",893000,26 Apr 2021,private treaty,2,1,4.0,945.0,House
"16 Jeeves Avenue,KALORAMA VIC s1,",665000,24 Apr 2021,auction,2,1,4.0,420.0,House
"18 Park Street,MOOROOPNA VIC s",235000,23 Apr 2021,private treaty,2,1,4.0,520.0,House
"2 Brown Street,TRARALGON VIC s",348000,23 Apr 2021,private treaty,2,1,4.0,650.0,House
"680 Beenak Road,YELLINGBO VIC s24,",895000,23 Apr 2021,private treaty,2,1,4.0,281.0,House
"2a Pickworth Drive,MILL PARK VIC s",530000,21 Apr 2021,sold prior to auction,2,1,4.0,281.0,House
"44 Cuthbert Street,CORINELLA VIC s",550000,19 Apr 2021,private treaty,2,1,4.0,674.0,House
"10 Balcombe Street,SUNSHINE NORTH VIC s",800000,19 Apr 2021,auction,2,1,4.0,585.0,House
"32 George Street,EUREKA VIC s1,",530000,18 Apr 2021,private treaty,2,1,4.0,449.0,House
"4 McMillan Grove,PAYNESVILLE VIC s",347000,18 Apr 2021,private treaty,2,1,4.0,708.0,House
"21 The Esplanade,NORTH SHORE VIC s",750000,16 Apr 2021,private treaty,2,1,4.0,651.0,House
"58 Oswald Street,PORTLAND VIC s",240000,16 Apr 2021,private treaty,2,1,4.0,714.0,House
"3 Steward Street,WARRAGUL VIC s",375000,14 Apr 2021,private treaty,2,1,4.0,598.0,House
"105 Metcalfe Road,GREAT WESTERN VIC s5.58ha",345000,13 Apr 2021,private treaty,2,1,4.0,598.0,House
"37 Boreham Street,SUNSHINE VIC s",685000,12 Apr 2021,auction,2,1,4.0,561.0,House
"23 Harold Street,MOE VIC s",295000,09 Apr 2021,private treaty,2,1,4.0,561.0,House
"40 Shepherd Street,BRAYBROOK VIC s",695000,06 Apr 2021,private treaty,2,1,4.0,582.0,House
"445 Dunolly-Moliagul Road,DUNOLLY VIC s1.21ha",325000,30 Mar 2021,private treaty,2,1,4.0,582.0,House
"43 Morell Street,GLENROY VIC s",760000,30 Mar 2021,private treaty,2,1,4.0,690.0,House
"49 Evelyn Street,HOPETOUN VIC s1,",193000,30 Mar 2021,private treaty,2,1,4.0,0.0,House
"10 Woodward street,SPRINGVALE VIC s",830000,30 Mar 2021,sold prior to auction,2,1,4.0,0.0,House
"23 Derby Street,WARRNAMBOOL VIC s",425000,30 Mar 2021,private treaty,2,1,4.0,460.0,House
"36 LAIDLAW STREET,HAMILTON VIC s1,",240000,29 Mar 2021,private treaty,2,1,4.0,17.0,House
"16 Balfour Avenue,HEATHMONT VIC s",1188000,27 Mar 2021,auction,2,1,4.0,832.0,House
"3/12 Turner Road,HIGHETT VIC s",875000,27 Mar 2021,auction,2,1,4.0,832.0,Townhouse
"12 Donnybrook Road,NORLANE VIC s",435000,27 Mar 2021,private treaty,2,1,4.0,607.0,House
"13 Adair Street,NEWSTEAD VIC s4,",310000,25 Mar 2021,private treaty,2,1,4.0,862.0,House
"92 Mowbrays Road,CADELLO VIC",770000,20 Mar 2021,private treaty,0,0,,3442182100.0,Vacant land
"4 Gepp Court,TRARALGON VIC s",315000,19 Mar 2021,private treaty,2,1,4.0,921.0,House
"7 Mills Street,MURCHISON VIC s",193000,18 Mar 2021,private treaty,2,1,4.0,957.0,House
"113 St Albans Road,THOMSON VIC s",471660,17 Mar 2021,private treaty,2,1,4.0,635.0,House
"2 McCallum Street,DEVENISH VIC s",220000,12 Mar 2021,private treaty,2,1,4.0,635.0,House
"72 High Street,TRENTHAM VIC s",702000,12 Mar 2021,private treaty,2,1,4.0,635.0,House
"72 High Street,TRENTHAM VIC s",702000,12 Mar 2021,private treaty,2,1,4.0,635.0,House
"535 Melbourne Road,NEWPORT VIC s",820000,09 Mar 2021,private treaty,2,1,4.0,635.0,House
"34 Panoramic Drive,LAKES ENTRANCE VIC s",27500,04 Mar 2021,private treaty,2,1,4.0,635.0,House
"23 Wallace Drive,BUCKLAND VIC s",485000,03 Mar 2021,private treaty,2,1,4.0,721.0,House
"21 Templewood Drive,NOBLE PARK NORTH VIC s",620000,03 Mar 2021,private treaty,2,1,4.0,534.0,House
"84 Dudley Street,ROCHESTER VIC s1,",232500,02 Mar 2021,private treaty,2,1,4.0,144.0,House
"25 The Galley,CAPEL SOUND VIC s",708800,27 Feb 2021,private treaty,2,1,4.0,512.0,House
"21 KITCHENER STREET,HAMILTON VIC s",325000,25 Feb 2021,private treaty,2,1,4.0,754.0,House
"56 Palmers Road,LAKES ENTRANCE VIC s",309500,24 Feb 2021,private treaty,2,1,4.0,754.0,House
"77 Barnett Road,RED CLIFFS VIC s1.21ha",330000,22 Feb 2021,private treaty,2,1,4.0,754.0,House
"90 Stanleys Road,RED HILL SOUTH VIC s100,",1830000,19 Feb 2021,private treaty,2,1,4.0,0.0,House
"120 Mumfords Road,HESKET VIC s129,",1595000,18 Feb 2021,private treaty,2,1,4.0,499.0,House
"2416 Frankston Flinders Road,BITTERN VIC s",630000,17 Feb 2021,private treaty,2,1,4.0,924.0,House
"1 Hillside Avenue South,EILDON VIC s",500000,16 Feb 2021,private treaty,2,1,4.0,924.0,House
"16 Balaka Street,WARNEET VIC s1,",600000,15 Feb 2021,private treaty,2,1,4.0,247.0,House
"62 Cape Schanck Road,CAPE SCHANCK VIC s",755000,13 Feb 2021,private treaty,2,1,4.0,898.0,House
"36 Yooringa Avenue,NORLANE VIC s",403000,12 Feb 2021,private treaty,2,1,4.0,603.0,House
"2313 Benalla-Whitfield Road,MYRRHEE VIC s194,",490000,10 Feb 2021,private treaty,2,1,4.0,0.0,House
"24 Harvey Road,ST LEONARDS VIC s",680000,07 Feb 2021,private treaty,2,1,4.0,790.0,House
"3 Spruhan Avenue,NORLANE VIC s",430000,05 Feb 2021,private treaty,2,1,4.0,698.0,House
"53-59 Nyora Road,POOWONG VIC s1.54ha",528000,03 Feb 2021,private treaty,2,1,4.0,698.0,House
"10 Lester Street,EAGLEHAWK VIC s1,",340000,02 Feb 2021,private treaty,2,1,4.0,626.0,House
"411 The Esplanade,ST LEONARDS VIC s2,",1590000,02 Feb 2021,private treaty,2,1,4.0,66.0,House
"32 Pike Street,CAMPERDOWN VIC s",330000,29 Jan 2021,private treaty,2,1,4.0,684.0,House
"117 Regent Street,PORT FAIRY VIC s",580000,25 Jan 2021,private treaty,2,1,4.0,726.0,House
"443 Napier Street,WHITE HILLS VIC s",415000,25 Jan 2021,private treaty,2,1,4.0,640.0,House
"5 Doherty Court,TRARALGON VIC s",295000,21 Jan 2021,private treaty,2,1,4.0,900.0,House
"1 Acacia Street,NELSON VIC s1,",245000,16 Jan 2021,auction,2,1,4.0,182.0,House
"35 Leith Road,MONTROSE VIC s",620000,15 Jan 2021,private treaty,2,1,4.0,965.0,House
"39 Hamilton Street,CRIB POINT VIC s1,",460000,13 Jan 2021,private treaty,2,1,4.0,0.0,House
"30 High Street,TRARALGON VIC s",375000,13 Jan 2021,private treaty,2,1,4.0,0.0,House
"85 Henry Street,TRARALGON VIC s",318000,24 Dec 2020,private treaty,2,1,4.0,694.0,House
"72 Silvan Road,WATTLE GLEN VIC s6.07ha",1120000,22 Dec 2020,private treaty,2,1,4.0,694.0,House
"18 Rupert Street,LANG LANG VIC s",430000,19 Dec 2020,private treaty,2,1,4.0,736.0,House
"78 Sailors Gully Road,EAGLEHAWK VIC s",274500,16 Dec 2020,private treaty,2,1,4.0,515.0,House
"32 Bakers Parade,BRUNSWICK WEST VIC s",1230000,15 Dec 2020,private treaty,2,1,4.0,515.0,House
"17 Crescent Road,YARRA JUNCTION VIC s1,",750000,13 Dec 2020,private treaty,2,1,4.0,900.0,House
"84 George Street,ST ALBANS VIC s",651500,12 Dec 2020,auction,2,1,4.0,586.0,House
"1297 Goulburn Valley Highway,THORNTON VIC s",330000,11 Dec 2020,private treaty,2,1,4.0,633.0,House
"15 Railway Parade,NEWPORT VIC s",895000,10 Dec 2020,private treaty,2,1,4.0,571.0,House
"65 Box Street,DOVETON VIC s",430000,09 Dec 2020,private treaty,2,1,4.0,585.0,House
"14 Mourilyan Street,LAKES ENTRANCE VIC s",417500,07 Dec 2020,private treaty,2,1,4.0,650.0,House
"20a Bermagui Crescent,SUNSET STRIP VIC s",480000,03 Dec 2020,private treaty,2,1,4.0,497.0,House
"10 Panorama Drive,WOODSIDE BEACH VIC s4,",360000,03 Dec 2020,private treaty,2,1,4.0,0.0,House
"37 Petrie Street,FRANKSTON VIC s",632000,01 Dec 2020,private treaty,2,1,4.0,621.0,House
"71 West Street,HADFIELD VIC s",701000,27 Nov 2020,private treaty,2,1,4.0,577.0,House
"410 Racecourse Road,TRAWALLA VIC s47.87ha",660000,27 Nov 2020,private treaty,2,1,4.0,577.0,House
"20 Ross Street,BAIRNSDALE VIC s",318000,26 Nov 2020,private treaty,2,1,4.0,608.0,House
"66 Inverness Road,KALORAMA VIC s1,",641500,26 Nov 2020,private treaty,2,1,4.0,619.0,House
"5 Carrong Track,PENNYROYAL VIC s4.86ha",1260000,23 Nov 2020,private treaty,2,1,4.0,619.0,House
"81 Slip Road,PAYNESVILLE VIC s",400000,18 Nov 2020,private treaty,2,1,4.0,700.0,House
"38 Anderson Avenue,YALLOURN NORTH VIC s",255000,17 Nov 2020,private treaty,2,1,4.0,544.0,House
"128 Pollock Avenue,BONNIE DOON VIC s6.51ha",488000,12 Nov 2020,private treaty,2,1,4.0,544.0,House
"16 Kangerong Avenue,DROMANA VIC s",950000,12 Nov 2020,private treaty,2,1,4.0,866.0,House
"17 Corrigan Avenue,BROOKLYN VIC s",747500,09 Nov 2020,private treaty,2,1,4.0,696.0,House
"19 Balaka Street,WARNEET VIC s",470000,05 Nov 2020,private treaty,2,1,4.0,686.0,House
"81 Slip Road,PAYNESVILLE VIC s",400000,02 Nov 2020,private treaty,2,1,4.0,700.0,House
"270 Albert Street,SEBASTOPOL VIC s",265000,29 Oct 2020,private treaty,2,1,4.0,650.0,House
"14 Harding Street,BENTLEIGH VIC s",1437000,24 Oct 2020,auction,2,1,4.0,630.0,House
"14 Kansas Avenue,BELL POST HILL VIC s",415000,22 Oct 2020,private treaty,2,1,4.0,630.0,House
"16 Wando Court,PORTLAND VIC s",227500,12 Oct 2020,private treaty,2,1,4.0,822.0,House
"9 Longmore Street,KANGAROO FLAT VIC s",310000,09 Oct 2020,private treaty,2,1,4.0,729.0,House
