address,price,sold_date,sold_type,bedrooms,bathroom,car_space,land_size (m2),house_type
"7/200 Dundas Street,THORNBURY VIC s",665000,07 Dec 2024,private treaty,2,1,1.0,170.0,Villa
"52 Lava Street,WARRNAMBOOL VIC s",539000,07 Dec 2024,auction,2,1,1.0,492.0,House
"17 Dinsdale Street,ALBERT PARK VIC s",2230000,06 Dec 2024,auction,2,1,1.0,175.0,House
"1/3 Farrant Court,ALTONA MEADOWS VIC s",510000,06 Dec 2024,private treaty,2,1,1.0,175.0,House
"1A Adelaide Street,ASCOT VALE VIC s",770000,06 Dec 2024,private treaty,2,1,1.0,175.0,House
"1A Adelaide Street,ASCOT VALE VIC s",770000,06 Dec 2024,private treaty,2,1,1.0,175.0,House
"2/77 Tennyson Street,ESSENDON VIC s",769000,06 Dec 2024,auction,2,1,1.0,175.0,Villa
"6 Paynter Street,KYABRAM VIC s",289000,06 Dec 2024,private treaty,2,1,1.0,655.0,House
"3/5 Biran Court,RESERVOIR VIC s",625000,06 Dec 2024,private treaty,2,1,1.0,655.0,House
"4/12 Manly Street,WERRIBEE VIC s",333000,06 Dec 2024,private treaty,2,1,1.0,655.0,House
"9/75 Alma Street,WEST FOOTSCRAY VIC s",640000,06 Dec 2024,private treaty,2,1,1.0,136.0,Villa
"6/30 Rockbank Road,ARDEER VIC s",480000,05 Dec 2024,private treaty,2,1,1.0,136.0,House
"4/221 York Street,BALLARAT EAST VIC s",300000,05 Dec 2024,private treaty,2,1,1.0,261.0,Townhouse
"2/92 Oak Street,BEAUMARIS VIC s",814500,05 Dec 2024,auction,2,1,1.0,261.0,Townhouse
"1b Tallinn Street,BELL PARK VIC s",487000,05 Dec 2024,private treaty,2,1,1.0,261.0,House
"7 Lawrence Street,CASTLEMAINE VIC s",572000,05 Dec 2024,private treaty,2,1,1.0,622.0,House
"24 Penhall Drive,CRAIGIEBURN VIC s",440000,05 Dec 2024,private treaty,2,1,1.0,143.0,Townhouse
"42 St Georges Road South,FITZROY NORTH VIC s",1825000,05 Dec 2024,auction,2,1,1.0,200.0,House
"220 Ballarat Road,FOOTSCRAY VIC s",730000,05 Dec 2024,sold prior to auction,2,1,1.0,200.0,House
"3/239 Wade Avenue,MILDURA VIC s",235000,05 Dec 2024,private treaty,2,1,1.0,113.0,House
"1 Boronia Court,MILDURA VIC s",280000,05 Dec 2024,private treaty,2,1,1.0,262.0,House
"2/47-55 Winyard Drive,MOOROOLBARK VIC s",620640,05 Dec 2024,private treaty,2,1,1.0,262.0,Townhouse
"60/171 Flemington Road,NORTH MELBOURNE VIC s",442500,05 Dec 2024,private treaty,2,1,1.0,262.0,House
"2/116 Lonsdale Street,REDAN VIC s",300000,05 Dec 2024,private treaty,2,1,1.0,235.0,House
"1/65 Dundee Street,RESERVOIR VIC s",667500,05 Dec 2024,sold prior to auction,2,1,1.0,189.0,Townhouse
"107 Hayes Street,SHEPPARTON VIC s",350000,05 Dec 2024,private treaty,2,1,1.0,650.0,House
"18 Poplar Street,THOMASTOWN VIC s",619500,05 Dec 2024,auction,2,1,1.0,689.0,House
"2/22 Cross Street,TRAFALGAR VIC s",340000,05 Dec 2024,private treaty,2,1,1.0,247.0,Townhouse
"1/6 Colin Street,WARRAGUL VIC s",475000,05 Dec 2024,private treaty,2,1,1.0,247.0,Townhouse
"9/4 Mitchell Street,BRUNSWICK VIC s",700000,04 Dec 2024,private treaty,2,1,1.0,247.0,Townhouse
"2/12 Bullen Street,DONCASTER EAST VIC s",748000,04 Dec 2024,private treaty,2,1,1.0,247.0,Townhouse
"8 Palmero Street,EPPING VIC s",409000,04 Dec 2024,private treaty,2,1,1.0,247.0,Townhouse
"8/11 Willow Street,ESSENDON VIC s",755000,04 Dec 2024,sold prior to auction,2,1,1.0,247.0,Villa
"2/26 Station Street,FERNTREE GULLY VIC s",595000,04 Dec 2024,private treaty,2,1,1.0,247.0,Townhouse
"1/10 Robinson Street,HORSHAM VIC s",360000,04 Dec 2024,private treaty,2,1,1.0,289.0,House
"83 Coonans Road,PASCOE VALE SOUTH VIC s",810000,04 Dec 2024,private treaty,2,1,1.0,401.0,House
"1/2-4 Reilly Street,RINGWOOD VIC s",764000,04 Dec 2024,private treaty,2,1,1.0,264.0,House
"79 Chalet Road,BADGER CREEK VIC s1,",585000,03 Dec 2024,private treaty,2,1,1.0,111.0,House
"14B Austin Street,BALWYN VIC s",1188000,03 Dec 2024,sold prior to auction,2,1,1.0,362.0,House
"1/579-581 Geelong Road,BROOKLYN VIC s",485000,03 Dec 2024,private treaty,2,1,1.0,362.0,Villa
"16D Albert Street,BRUNSWICK EAST VIC s",935000,03 Dec 2024,private treaty,2,1,1.0,362.0,Townhouse
"37 Sargood Street,COBURG VIC s",885000,03 Dec 2024,private treaty,2,1,1.0,362.0,House
"351 Serpells Road,DONCASTER EAST VIC s",810000,03 Dec 2024,private treaty,2,1,1.0,328.0,House
"20 Redesdale Road,IVANHOE VIC s",1630000,03 Dec 2024,private treaty,2,1,1.0,328.0,House
"222 Richardson Street,MIDDLE PARK VIC s",1715000,03 Dec 2024,auction,2,1,1.0,328.0,House
"3/91 Blackshaws Road,NEWPORT VIC s",610000,03 Dec 2024,sold prior to auction,2,1,1.0,328.0,Townhouse
"7A Tunstall Avenue,NUNAWADING VIC s",685000,03 Dec 2024,auction,2,1,1.0,330.0,House
"12/3-7 Nerissa Grove,OAK PARK VIC s",638500,03 Dec 2024,private treaty,2,1,1.0,215.0,Townhouse
"5/12 Vickie Court,ROSEBUD VIC s",580000,03 Dec 2024,private treaty,2,1,1.0,263.0,House
"4 Halladale Place,WARRNAMBOOL VIC s",575000,03 Dec 2024,private treaty,2,1,1.0,483.0,House
"3 Busch Street,WEST FOOTSCRAY VIC s",680000,03 Dec 2024,private treaty,2,1,1.0,483.0,House
"1 Webb Street,ARARAT VIC s",225000,02 Dec 2024,private treaty,2,1,1.0,640.0,House
"12 Axel Walk,CRANBOURNE NORTH VIC s",440000,02 Dec 2024,private treaty,2,1,1.0,640.0,Townhouse
"1A Elaine Close,EPPING VIC s",542000,02 Dec 2024,private treaty,2,1,1.0,295.0,House
"5 Clydebank Street,GREENSBOROUGH VIC s",698000,02 Dec 2024,private treaty,2,1,1.0,295.0,House
"4/4 Kanimbla Court,HEIDELBERG WEST VIC s",568000,02 Dec 2024,private treaty,2,1,1.0,295.0,Townhouse
"1/169 Natimuk Road,HORSHAM VIC s",389000,02 Dec 2024,private treaty,2,1,1.0,357.0,House
"2/151 Bladin Street,LAVERTON VIC s",520000,02 Dec 2024,private treaty,2,1,1.0,357.0,House
"18 Demmie Mews,LYNDHURST VIC s",499500,02 Dec 2024,private treaty,2,1,1.0,357.0,House
"99 Marshall Street,TOOTGAROOK VIC s",670000,17 Apr 2025,private treaty,2,1,2.0,780.0,House
"1 Richards Court,BROOKLYN VIC s",780000,16 Apr 2025,private treaty,2,1,2.0,816.0,House
"12 Gillespie Street,TABILK VIC s2,",287500,16 Apr 2025,auction,2,1,2.0,24.0,House
"2/2 Rosanna Court,WODONGA VIC s",408000,16 Apr 2025,private treaty,2,1,2.0,261.0,Townhouse
"305 Skipton Street,BALLARAT CENTRAL VIC s",495000,14 Apr 2025,private treaty,2,1,2.0,300.0,House
"1/10 Lightfoot Street,SHEPPARTON VIC s",505000,14 Apr 2025,private treaty,2,1,2.0,350.0,House
"1/17 Cullis Parade,BAYSWATER VIC s",845000,12 Apr 2025,auction,2,1,2.0,460.0,House
"7 Walker Grove,CHELTENHAM VIC s",940000,12 Apr 2025,auction,2,1,2.0,571.0,House
"1A Lascelles Street,COBURG VIC s",830000,12 Apr 2025,auction,2,1,2.0,571.0,House
"3/15-17 Oberon Avenue,OAKLEIGH EAST VIC s",752000,12 Apr 2025,auction,2,1,2.0,571.0,House
"31 Orrong Avenue,RESERVOIR VIC s",795000,12 Apr 2025,private treaty,2,1,2.0,675.0,House
"50 Crawford Street,NEWPORT VIC s",925000,11 Apr 2025,private treaty,2,1,2.0,675.0,House
"46 Happy Valley Drive,SUNSET STRIP VIC s",500000,11 Apr 2025,private treaty,2,1,2.0,647.0,House
"10/914 Ligar Street,BALLARAT NORTH VIC s",310000,10 Apr 2025,private treaty,2,1,2.0,647.0,Townhouse
"201 Learmonth Road,CLUNES VIC s6.07ha",660000,10 Apr 2025,private treaty,2,1,2.0,647.0,House
"8 Finlay Street,FRANKSTON VIC s",576000,10 Apr 2025,private treaty,2,1,2.0,583.0,House
"8 Rix Street,HERNE HILL VIC s",490000,10 Apr 2025,private treaty,2,1,2.0,310.0,House
"3C Thomson Street,SUNSHINE VIC s",600000,10 Apr 2025,private treaty,2,1,2.0,310.0,House
"211 Eyre Street,BALLARAT CENTRAL VIC s",525000,09 Apr 2025,private treaty,2,1,2.0,617.0,House
"39 Churchill Square,COLAC VIC s",395000,09 Apr 2025,private treaty,2,1,2.0,669.0,House
"18 Crowlands Rd,STAWELL VIC s",322000,09 Apr 2025,private treaty,2,1,2.0,669.0,House
"2/53 Evans Street,BRUNSWICK VIC s",949000,08 Apr 2025,private treaty,2,1,2.0,669.0,Townhouse
"10/70 Wells Road,SEAFORD VIC s",605000,08 Apr 2025,private treaty,2,1,2.0,669.0,Townhouse
"2564 Warburton Highway,YARRA JUNCTION VIC s",590500,08 Apr 2025,private treaty,2,1,2.0,456.0,House
"4/58 View Street,PASCOE VALE VIC s",565000,07 Apr 2025,private treaty,2,1,2.0,96.0,Townhouse
"13 Stanhope Court,RINGWOOD VIC s",908000,07 Apr 2025,private treaty,2,1,2.0,543.0,House
"3/11 Mersey Street,BOX HILL NORTH VIC s",882000,05 Apr 2025,auction,2,1,2.0,543.0,Townhouse
"5/25-29 Roslyn Street,BURWOOD VIC s",730000,05 Apr 2025,auction,2,1,2.0,543.0,Townhouse
"34 Pinewood Drive,CARRUM DOWNS VIC s",610000,05 Apr 2025,private treaty,2,1,2.0,543.0,House
"99 Power Avenue,CHADSTONE VIC s",1040000,05 Apr 2025,auction,2,1,2.0,606.0,House
"15 Huntington Grove,COBURG VIC s",1240000,05 Apr 2025,auction,2,1,2.0,491.0,House
"4 Birch Street,SHEPPARTON VIC s",400000,04 Apr 2025,private treaty,2,1,2.0,596.0,House
"1/27 Sobraon Street,,SHEPPARTON VIC s",380000,03 Apr 2025,private treaty,2,1,2.0,411.0,House
"15A Hastings Avenue,BLACKBURN SOUTH VIC s",860000,02 Apr 2025,private treaty,2,1,2.0,311.0,House
"72A Queens Parade,FAWKNER VIC s",610000,02 Apr 2025,sold prior to auction,2,1,2.0,198.0,House
"1083 Nepean Highway,MOORABBIN VIC s",1200000,02 Apr 2025,private treaty,2,1,2.0,700.0,House
"4/80 Donnybrook Road,NORLANE VIC s",368000,02 Apr 2025,private treaty,2,1,2.0,261.0,House
"12 Glen Cairn Avenue,RINGWOOD VIC s",930000,02 Apr 2025,private treaty,2,1,2.0,388.0,House
"39 Stott Street,BOX HILL SOUTH VIC s",900000,01 Apr 2025,auction,2,1,2.0,336.0,House
"34 Thomson Street,LEXTON VIC s1,",315000,01 Apr 2025,private treaty,2,1,2.0,12.0,House
"35 Armstrong Court,TRARALGON VIC s",395000,01 Apr 2025,private treaty,2,1,2.0,766.0,House
"3/22 Abeckett Road,BUNYIP VIC s",435000,31 Mar 2025,private treaty,2,1,2.0,766.0,Retirement Living
"120 Wallington Road,OCEAN GROVE VIC s",680000,31 Mar 2025,private treaty,2,1,2.0,284.0,House
"46 Ross Street,COBURG VIC s",690000,30 Mar 2025,auction,2,1,2.0,149.0,Villa
"1B First Avenue,CHELSEA HEIGHTS VIC s",750000,29 Mar 2025,auction,2,1,2.0,149.0,Townhouse
"1399 High Street,GLEN IRIS VIC s",1320000,29 Mar 2025,auction,2,1,2.0,149.0,House
"26 Carney Street,LALOR VIC s",542000,29 Mar 2025,auction,2,1,2.0,149.0,House
"1/17 McComas Street,RESERVOIR VIC s",690000,29 Mar 2025,auction,2,1,2.0,149.0,Townhouse
"18/123 Parker Street,TEMPLESTOWE VIC s",606000,29 Mar 2025,auction,2,1,2.0,149.0,Townhouse
"1/11 Central Avenue,THOMASTOWN VIC s",510000,29 Mar 2025,auction,2,1,2.0,213.0,Townhouse
"62 Napoleon Street,WEST FOOTSCRAY VIC s",815000,29 Mar 2025,auction,2,1,2.0,213.0,House
"14 Hermes Close,MOOROOLBARK VIC s",616000,28 Mar 2025,private treaty,2,1,2.0,213.0,Townhouse
"2/239 Greensborough Road,MACLEOD VIC s",635000,27 Mar 2025,private treaty,2,1,2.0,213.0,Townhouse
"20 Shirley Street,ST ALBANS VIC s",615000,27 Mar 2025,private treaty,2,1,2.0,675.0,House
"78 Benjamin Street,SUNSHINE VIC s",639000,27 Mar 2025,auction,2,1,2.0,675.0,House
"2A Ananda Court,WATSONIA VIC s",708000,27 Mar 2025,auction,2,1,2.0,227.0,House
"1/6 York Street,ALBION VIC s",575000,26 Mar 2025,private treaty,2,1,2.0,227.0,Townhouse
"40 Lydiards Road,EUROA VIC s2,",480000,26 Mar 2025,private treaty,2,1,2.0,12.0,House
"9/20 Avoca Crescent,PASCOE VALE VIC s",687100,26 Mar 2025,private treaty,2,1,2.0,12.0,Villa
"2/17 Silver Street,ELTHAM VIC s",744500,25 Mar 2025,private treaty,2,1,2.0,12.0,Townhouse
"8 Waymouth Street,HAMLYN HEIGHTS VIC s",635000,25 Mar 2025,private treaty,2,1,2.0,697.0,House
"16/74 Thomas Street,SOUTH MORANG VIC s",500000,25 Mar 2025,private treaty,2,1,2.0,129.0,Townhouse
"22 MacLise Street,CASTLEMAINE VIC s",600000,24 Mar 2025,private treaty,2,1,2.0,663.0,House
"104 Panton Street,GOLDEN SQUARE VIC s",400000,24 Mar 2025,private treaty,2,1,2.0,840.0,House
"41 Cool Store Road,HASTINGS VIC s",570000,24 Mar 2025,private treaty,2,1,2.0,620.0,House
"37 Barkly Street,PORTLAND VIC s",325000,24 Mar 2025,private treaty,2,1,2.0,735.0,House
"16 Foam Street,ROSEBUD VIC s",700000,24 Mar 2025,private treaty,2,1,2.0,607.0,House
"3A Dalgleish Avenue,ROSEBUD VIC s",602000,24 Mar 2025,private treaty,2,1,2.0,297.0,House
"399 Johnston Street,ABBOTSFORD VIC s",1056500,22 Mar 2025,auction,2,1,2.0,226.0,House
"1/149-151 Halsey Road,AIRPORT WEST VIC s",575000,22 Mar 2025,auction,2,1,2.0,226.0,Villa
"9A Rothwell Street,ASCOT VALE VIC s",850000,22 Mar 2025,auction,2,1,2.0,226.0,House
"1/5 Glencairn Avenue,CAMBERWELL VIC s",981000,22 Mar 2025,auction,2,1,2.0,226.0,House
"1A Alfred Street,COBURG VIC s",825000,22 Mar 2025,auction,2,1,2.0,226.0,Townhouse
"14 Leigh Road,CROYDON VIC s",779000,22 Mar 2025,auction,2,1,2.0,405.0,House
"1/30 Edward Street,ESSENDON VIC s",800000,22 Mar 2025,auction,2,1,2.0,405.0,Villa
"32 McEwan Road,HEIDELBERG HEIGHTS VIC s",703000,22 Mar 2025,auction,2,1,2.0,592.0,House
"83 Airlie Road,MONTMORENCY VIC s InspectionSat 22 Mar, 11:30am",745000,22 Mar 2025,auction,2,1,2.0,339.0,House
"13 Turner Street,MOONEE PONDS VIC s",820000,22 Mar 2025,auction,2,1,2.0,339.0,House
"16 Glenvale Road,RESERVOIR VIC s",711500,22 Mar 2025,auction,2,1,2.0,339.0,Townhouse
"12 Grove Road,ROSANNA VIC s",1344000,22 Mar 2025,auction,2,1,2.0,761.0,House
"2 Eliza Street,CAPEL SOUND VIC s",660000,21 Mar 2025,private treaty,2,1,2.0,871.0,House
"11 Condy Street,DRYSDALE VIC s",565000,21 Mar 2025,private treaty,2,1,2.0,396.0,House
"35 Hyland St,MORWELL VIC s1,",272000,21 Mar 2025,private treaty,2,1,2.0,168.0,House
"6/21 Osborne Street,FLORA HILL VIC s",435000,20 Mar 2025,private treaty,2,1,2.0,300.0,House
"5A Rugby Road,HUGHESDALE VIC s InspectionSat 22 Mar, 1:00pm",1112000,20 Mar 2025,sold prior to auction,2,1,2.0,480.0,House
"4 Biggs Street,ST ALBANS VIC s",699000,20 Mar 2025,private treaty,2,1,2.0,754.0,House
"2/1939 Mount Macedon Road,WOODEND VIC s",552500,20 Mar 2025,private treaty,2,1,2.0,754.0,House
"1 Nicholas Street,LILYDALE VIC s1,",890000,19 Mar 2025,private treaty,2,1,2.0,100.0,House
"79 John Dory Drive,OCEAN GROVE VIC s",730000,19 Mar 2025,private treaty,2,1,2.0,656.0,House
"2 Loch Street,WONTHAGGI VIC s",440000,19 Mar 2025,private treaty,2,1,2.0,787.0,House
"4/19 Basil Street,NEWPORT VIC s",660000,18 Mar 2025,auction,2,1,2.0,787.0,Townhouse
"39 Stott Street,PRESTON VIC s",1039000,18 Mar 2025,sold prior to auction,2,1,2.0,787.0,House
"5 Kate Close,KENNINGTON VIC s",410000,17 Mar 2025,private treaty,2,1,2.0,348.0,House
"8/3 Hermitage Road,NEWTOWN VIC s",700000,17 Mar 2025,private treaty,2,1,2.0,348.0,Townhouse
"10/108 Morgan Street,SEBASTOPOL VIC s",327000,17 Mar 2025,private treaty,2,1,2.0,227.0,House
"5 Strong Street,TERANG VIC s1,",390000,17 Mar 2025,private treaty,2,1,2.0,131.0,House
"2/25 Roslyn Street,BURWOOD VIC s",800000,16 Mar 2025,auction,2,1,2.0,131.0,Townhouse
"21 Stockdale Avenue,CLAYTON VIC s",1601000,15 Mar 2025,auction,2,1,2.0,762.0,House
"46 Patyah Street,DIAMOND CREEK VIC s",830000,15 Mar 2025,private treaty,2,1,2.0,849.0,House
"4/1002 Mt Alexander Road,ESSENDON VIC s",670000,15 Mar 2025,auction,2,1,2.0,849.0,Villa
"1/3 Second Avenue,HOPPERS CROSSING VIC s",515500,15 Mar 2025,auction,2,1,2.0,849.0,House
"325 Rossmoyne Street,THORNBURY VIC s",1170000,15 Mar 2025,auction,2,1,2.0,470.0,House
"17B Goulburn Street,CHELTENHAM VIC s",1007000,14 Mar 2025,auction,2,1,2.0,470.0,Townhouse
"70 Queen Street,COBURG VIC s",875000,14 Mar 2025,sold prior to auction,2,1,2.0,303.0,House
"25 Berrys Road,EMERALD VIC s1,",687500,14 Mar 2025,private treaty,2,1,2.0,198.0,House
"26A Hartington Street,GLENROY VIC s",638000,14 Mar 2025,sold prior to auction,2,1,2.0,151.0,Townhouse
"39 Fowlers Road,MAIDEN GULLY VIC s5,",285000,14 Mar 2025,private treaty,2,1,2.0,474.0,House
"122 Princes Highway,NORLANE VIC s",430000,14 Mar 2025,private treaty,2,1,2.0,716.0,House
"1/22 North Street,ARDEER VIC s",580000,13 Mar 2025,auction,2,1,2.0,412.0,House
"2/5 Heales Street,MOUNT PLEASANT VIC s",408000,13 Mar 2025,private treaty,2,1,2.0,202.0,Townhouse
"41 Martin St,PENSHURST VIC s",140000,13 Mar 2025,private treaty,2,1,2.0,429.0,House
"32 Maclise Street,CASTLEMAINE VIC s",610000,12 Mar 2025,private treaty,2,1,2.0,521.0,House
"9 Elizabeth Avenue,MILDURA VIC s",385000,12 Mar 2025,private treaty,2,1,2.0,852.0,House
"18 Bell Street,TORQUAY VIC s",1585000,12 Mar 2025,private treaty,2,1,2.0,674.0,House
"3/248 Main Street,BACCHUS MARSH VIC s",400000,11 Mar 2025,private treaty,2,1,2.0,674.0,House
"6 Rustic Drive,BORONIA VIC s",700000,11 Mar 2025,private treaty,2,1,2.0,704.0,House
"204 Main Road,CHEWTON VIC s",520000,11 Mar 2025,private treaty,2,1,2.0,446.0,House
"5/26 Douglas Road,COWES VIC s",538000,11 Mar 2025,private treaty,2,1,2.0,446.0,Townhouse
"2 Wills Street,KORUMBURRA VIC s",465000,11 Mar 2025,private treaty,2,1,2.0,376.0,House
"24 Falls Road,MOUNT DANDENONG VIC s1,",711000,11 Mar 2025,private treaty,2,1,2.0,110.0,House
"16 Autumndale Avenue,RESERVOIR VIC sInspectionSat 15 Mar, 9:00am",585000,11 Mar 2025,private treaty,2,1,2.0,110.0,House
"4 Maurice Street,COCKATOO VIC s",450000,08 Mar 2025,private treaty,2,1,2.0,960.0,House
"12 McCurdy Road,HERNE HILL VIC s",628500,08 Mar 2025,private treaty,2,1,2.0,616.0,House
"2/99 Power Road,DOVETON VIC s",532000,07 Mar 2025,private treaty,2,1,2.0,616.0,Townhouse
"15 Lilkenday Avenue,INDENTED HEAD VIC s",610000,07 Mar 2025,private treaty,2,1,2.0,669.0,House
"5 Carlisle Street,BELMONT VIC s",565000,06 Mar 2025,private treaty,2,1,2.0,262.0,House
"1/31 Moor Park Drive,CRAIGIEBURN VIC s",429000,06 Mar 2025,private treaty,2,1,2.0,262.0,Townhouse
"33 Glengate Street,HAMLYN HEIGHTS VIC s",560000,06 Mar 2025,private treaty,2,1,2.0,262.0,Townhouse
"4 Sunningdale Avenue,JAN JUC VIC s",1225000,06 Mar 2025,private treaty,2,1,2.0,668.0,House
"81 Soudan Street,PASCOE VALE SOUTH VIC s",850000,06 Mar 2025,auction,2,1,2.0,184.0,House
"56 Faithfull Street,BENALLA VIC s",315000,05 Mar 2025,private treaty,2,1,2.0,607.0,House
"13B Lincoln Road,CROYDON VIC s",735000,05 Mar 2025,private treaty,2,1,2.0,545.0,House
"17 Bayley Grove,DONCASTER VIC s",988000,05 Mar 2025,private treaty,2,1,2.0,545.0,House
"955 Burwood Highway,FERNTREE GULLY VIC s",610000,05 Mar 2025,auction,2,1,2.0,971.0,House
"77 Canadian Bay Road,MOUNT ELIZA VIC s",832000,05 Mar 2025,private treaty,2,1,2.0,352.0,House
"18A Nelson Street,NORTH WONTHAGGI VIC s",395000,05 Mar 2025,private treaty,2,1,2.0,352.0,House
"21 Bona Street,RINGWOOD EAST VIC s",730000,05 Mar 2025,private treaty,2,1,2.0,278.0,House
"60 Greig Street,SEDDON VIC sInspectionThu 6 Mar, 5:45pm",1033000,05 Mar 2025,sold prior to auction,2,1,2.0,278.0,House
"22 Ford Street,BEECHWORTH VIC s",829000,04 Mar 2025,private treaty,2,1,2.0,929.0,House
"15A Chapel Street,CAMPBELLS CREEK VIC s",555000,04 Mar 2025,private treaty,2,1,2.0,335.0,House
"24 The Helm,CAPEL SOUND VIC s",665000,04 Mar 2025,private treaty,2,1,2.0,436.0,House
"31/29 Wells Road,CHELSEA HEIGHTS VIC s",690000,04 Mar 2025,private treaty,2,1,2.0,436.0,Retirement Living
"1 Swanson Street,KORUMBURRA VIC s",278000,04 Mar 2025,private treaty,2,1,2.0,620.0,House
"77 Washington Street,TRARALGON VIC s",450000,04 Mar 2025,private treaty,2,1,2.0,648.0,House
"4 Janice Court,YARRAWONGA VIC s",422000,04 Mar 2025,private treaty,2,1,2.0,691.0,House
"288 Mason Street,ALTONA NORTH VIC s",720000,03 Mar 2025,private treaty,2,1,2.0,691.0,House
"2/40 Beaufort Road,CROYDON VIC s",823250,03 Mar 2025,private treaty,2,1,2.0,283.0,House
"2/5 Biggs Court,FLORA HILL VIC s",445000,03 Mar 2025,private treaty,2,1,2.0,487.0,House
"9 MacPherson Street,FOOTSCRAY VIC s",990000,03 Mar 2025,private treaty,2,1,2.0,487.0,House
"Unit 17/7 Percy Street,MORDIALLOC VIC s",720000,03 Mar 2025,private treaty,2,1,2.0,487.0,Villa
"485 Hawthorn Road,CAULFIELD SOUTH VIC s",1035000,02 Mar 2025,private treaty,2,1,2.0,487.0,Semi-detached
"12 Hyland Street,WARRNAMBOOL VIC s",475000,02 Mar 2025,private treaty,2,1,2.0,640.0,House
"1A Wallace Street,BENTLEIGH EAST VIC s",890000,01 Mar 2025,auction,2,1,2.0,640.0,House
"6/16 Williams Grove,BONBEACH VIC s",945000,01 Mar 2025,auction,2,1,2.0,640.0,Townhouse
"45 Murray Road,CROYDON VIC s1,",950000,01 Mar 2025,private treaty,2,1,2.0,115.0,House
"2/79 Northcliffe Road,EDITHVALE VIC s",960000,01 Mar 2025,auction,2,1,2.0,590.0,House
"4 Railway Street,FITZROY NORTH VIC s",1300000,01 Mar 2025,auction,2,1,2.0,590.0,House
"42A Adelaide Street,FOOTSCRAY VIC s",767000,01 Mar 2025,auction,2,1,2.0,590.0,Townhouse
"12 Maher Street,HIGHETT VIC s",865000,01 Mar 2025,auction,2,1,2.0,218.0,Townhouse
"2/35 Priestley Avenue,HOPPERS CROSSING VIC s",462000,01 Mar 2025,private treaty,2,1,2.0,218.0,House
"2/110 Winifred St,OAK PARK VIC s",740000,01 Mar 2025,auction,2,1,2.0,218.0,Townhouse
"22A Bartlett Street,PRESTON VIC s",826000,01 Mar 2025,private treaty,2,1,2.0,218.0,House
"79 Spring Street,PRESTON VIC s",925000,01 Mar 2025,auction,2,1,2.0,483.0,House
"5/6-8 Box Street,RESERVOIR VIC s",642000,01 Mar 2025,auction,2,1,2.0,483.0,Townhouse
"1A Kingsley Road,RESERVOIR VIC s",730000,01 Mar 2025,auction,2,1,2.0,483.0,Townhouse
"6/100 Dover Street,RICHMOND VIC s",860000,01 Mar 2025,auction,2,1,2.0,483.0,Townhouse
"288A Mont Albert Road,SURREY HILLS VIC s",1310000,01 Mar 2025,auction,2,1,2.0,485.0,House
"63 Wattle Place, Park Lane,KIALLA VIC s",180000,28 Feb 2025,private treaty,2,1,2.0,485.0,Retirement Living
"34 Heckfield Street,MACARTHUR VIC s",250000,28 Feb 2025,private treaty,2,1,2.0,741.0,House
"18 Murray Street,MOONEE PONDS VIC s",1105000,28 Feb 2025,auction,2,1,2.0,741.0,House
"139/98 Bungower Road,MORNINGTON VIC s",195000,28 Feb 2025,private treaty,2,1,2.0,741.0,Retirement Living
"20 Fourth Avenue,ROSEBUD VIC s",645000,28 Feb 2025,private treaty,2,1,2.0,390.0,House
"73 Orwil Street,FRANKSTON VIC s",635000,27 Feb 2025,private treaty,2,1,2.0,585.0,House
"132 Thompson Road,NORTH GEELONG VIC s",563000,27 Feb 2025,private treaty,2,1,2.0,647.0,House
"31 Maidstone Street,RINGWOOD VIC s",745000,27 Feb 2025,sold prior to auction,2,1,2.0,387.0,House
"6 Carawa Street,COCKATOO VIC s",652000,26 Feb 2025,private treaty,2,1,2.0,795.0,House
"17 Oceanaires Avenue,CORONET BAY VIC s",480000,26 Feb 2025,private treaty,2,1,2.0,795.0,House
"2/15 Beresford Road,LILYDALE VIC s",650000,26 Feb 2025,private treaty,2,1,2.0,795.0,Townhouse
"3 Cheverton Road,LOWER PLENTY VIC s1,",1600000,26 Feb 2025,private treaty,2,1,2.0,714.0,House
"4/90 Victoria Crescent,MONT ALBERT VIC s",868000,26 Feb 2025,sold prior to auction,2,1,2.0,714.0,Townhouse
"11 Valias Street,NORTH WARRANDYTE VIC s1,",850000,26 Feb 2025,private treaty,2,1,2.0,439.0,House
"22 Farmers Road,DUMBALK VIC s1,",450000,25 Feb 2025,private treaty,2,1,2.0,536.0,House
"65 Railway Road,ELPHINSTONE VIC s1,",250000,25 Feb 2025,private treaty,2,1,2.0,966.0,House
"70 Old Main Road,EGANSTOWN VIC s2,",630000,24 Feb 2025,private treaty,2,1,2.0,564.0,House
"313 Barkly Street,GOLDEN POINT VIC s",405000,24 Feb 2025,private treaty,2,1,2.0,564.0,House
"1/379 Reynard Street,PASCOE VALE SOUTH VIC s",735000,24 Feb 2025,private treaty,2,1,2.0,564.0,House
"6/9-13 Kennedy Avenue,RINGWOOD VIC s",640000,23 Feb 2025,private treaty,2,1,2.0,564.0,Townhouse
"3/218 Scoresby Road,BORONIA VIC s",631000,22 Feb 2025,auction,2,1,2.0,501.0,House
"2A Grandview Road,BOX HILL SOUTH VIC s",822000,22 Feb 2025,auction,2,1,2.0,501.0,House
"84 Wilson Street,BRUNSWICK VIC s",1160000,22 Feb 2025,auction,2,1,2.0,501.0,House
